Gene	sgRNA	D7_R1|beta	D7_R1|z	D7_R1|p-value	D7_R1|fdr	D7_R1|wald-p-value	D7_R1|wald-fdr	D7_R2|beta	D7_R2|z	D7_R2|p-value	D7_R2|fdr	D7_R2|wald-p-value	D7_R2|wald-fdr	PLX7_R1|beta	PLX7_R1|z	PLX7_R1|p-value	PLX7_R1|fdr	PLX7_R1|wald-p-value	PLX7_R1|wald-fdr	PLX7_R2|beta	PLX7_R2|z	PLX7_R2|p-value	PLX7_R2|fdr	PLX7_R2|wald-p-value	PLX7_R2|wald-fdr
METTL16	4	-0.72796	-7.032	0.037465	0.63688	2.0356e-12	6.0404e-11	-0.6278199999999999	-6.2131	0.053114	0.6673399999999999	5.1953e-10	1.238e-08	-0.4147	-4.4432	0.15496	0.8406799999999999	8.8638e-06	9.4781e-05	-0.38295999999999997	-3.6963	0.18416	0.85864	0.00021874	0.001906
DCLRE1B	5	-0.6218	-6.9696	0.066008	0.71239	3.1795e-12	9.1393e-11	-0.6543100000000001	-7.3286	0.045284	0.64339	2.3257e-13	9.2702e-12	-0.59402	-6.9582	0.050381999999999996	0.71699	3.4459e-12	1.3862e-10	-0.67913	-7.1437	0.029829	0.6467	9.086e-13	6.2066e-11
REV3L	4	-0.7124699999999999	-7.9265	0.041116	0.65589	2.255e-15	9.5571e-14	-0.7591899999999999	-8.4207	0.02588	0.58781	3.741e-17	2.4498e-15	-0.41634	-5.03	0.15336	0.8406799999999999	4.906e-07	7.3925e-06	-0.52533	-5.695	0.075286	0.74843	1.234e-08	3.7579999999999996e-07
ATP6V1A	6	-0.66994	-7.0606	0.050807	0.68077	1.6580000000000002e-12	5.058e-11	-0.7436699999999999	-7.7649	0.028486	0.59953	8.1705e-15	3.9424e-13	-0.40991000000000005	-4.7609	0.15994	0.8406799999999999	1.927e-06	2.5219e-05	-0.49887	-5.0661	0.088283	0.76698	4.0602e-07	8.518300000000001e-06
ARMC7	4	-0.966	-10.0	0.011241	0.46118000000000003	1.5206e-23	1.6150999999999999e-21	-1.0011	-10.35	0.007589399999999999	0.41491000000000006	4.1913e-25	6.76e-23	-0.62854	-7.1257	0.041013	0.69408	1.0359e-12	4.6625e-11	-0.45978	-4.8816	0.11299000000000001	0.8004899999999999	1.0523999999999999e-06	1.9917e-05
MDM2	4	-0.9382799999999999	-8.5268	0.012894	0.48197	1.5045e-17	8.426600000000001e-16	-0.90455	-8.3384	0.012331	0.47002	7.531800000000001e-17	4.693899999999999e-15	-0.76862	-7.7481	0.01829	0.60525	9.3273e-15	5.951399999999999e-13	-0.7774399999999999	-6.7418	0.016890000000000002	0.55887	1.5642999999999997e-11	8.232e-10
PALM3	4	0.36367	4.2923	0.0077042000000000005	0.43067	1.7686e-05	0.00014497	0.30501999999999996	3.5913	0.012813999999999999	0.47846000000000005	0.00032903	0.0020159	0.27452	3.2936	0.030817	0.66866	0.0009891	0.005469600000000001	0.28086	3.1864	0.021425	0.59577	0.0014405	0.0090709
RASGRP2	4	0.2471	2.9815	0.030427	0.6078	0.0028688000000000003	0.011861	-0.11632	-1.3524	0.96555	0.99874	0.17626	0.32444	-0.12813	-1.5386	0.8723299999999999	0.9933200000000001	0.12389000000000001	0.25244	-0.070491	-0.78242	0.8526799999999999	0.99277	0.43396999999999997	0.62947
HMGB2	4	0.28511	2.758	0.018463	0.53689	0.005815	0.021369	0.35136999999999996	3.4309	0.007577899999999999	0.41491000000000006	0.0006014999999999999	0.0033569000000000003	0.11988	1.1782	0.17281	0.8572799999999999	0.23873000000000003	0.40319	0.098162	0.88671	0.19315	0.8650399999999999	0.37523	0.57491
EPRS	6	-0.82026	-8.7238	0.023228	0.56826	2.6892000000000003e-18	1.679e-16	-0.7404	-8.0669	0.029037	0.59953	7.2125e-16	4.0139e-14	-0.61993	-7.336	0.043183	0.69408	2.2007e-13	1.1110999999999998e-11	-0.57309	-5.9494	0.055170000000000004	0.71127	2.6913000000000004e-09	9.432600000000001e-08
SCARF1	4	0.21028000000000002	2.06	0.046903	0.66585	0.039397	0.10128	0.33534	3.3110000000000004	0.009082	0.43106000000000005	0.0009295	0.0048534	0.14236	1.4127	0.13477999999999998	0.82278	0.15774000000000002	0.30144	0.12025999999999999	1.1456	0.14947	0.8295899999999999	0.25196999999999997	0.44468
PSMD6	5	-0.62269	-7.337999999999999	0.06574400000000001	0.71205	2.1686e-13	7.5399e-12	-0.8326600000000001	-9.53	0.017738999999999998	0.53196	1.5727e-21	1.7228999999999999e-19	-0.5445300000000001	-6.7781	0.06926900000000001	0.75446	1.2175999999999998e-11	4.4463000000000005e-10	-0.47042	-5.3713	0.106	0.79415	7.8169e-08	1.9178e-06
EIF6	7	-0.74812	-9.4513	0.033791	0.62961	3.3451000000000003e-21	2.9134e-19	-0.5456300000000001	-7.1958	0.08606699999999999	0.75354	6.207600000000001e-13	2.3870000000000004e-11	-0.70326	-9.5018	0.026224	0.65413	2.0628000000000004e-21	3.3271e-19	-0.61536	-7.4316	0.043045	0.69843	1.0727000000000001e-13	8.8138e-12
SNX19	4	0.39426	3.4746	0.005511199999999999	0.39676	0.00051169	0.0027436	0.32823	2.8851	0.0098398	0.43858	0.0039125	0.016165000000000002	0.35338	3.1669	0.013697999999999998	0.56514	0.0015405999999999998	0.0079185	0.32537	2.7759	0.012802000000000001	0.52261	0.0055052	0.026563999999999997
RCL1	4	-0.61749	-6.3707	0.067604	0.71717	1.8811e-10	4.1163999999999996e-09	-0.5403899999999999	-5.6859	0.08888	0.7592899999999999	1.3013999999999998e-08	2.3741e-07	-0.44473	-4.9899	0.12755	0.81585	6.0401e-07	8.8638e-06	-0.31726	-3.242	0.28336	0.90255	0.0011871	0.007736
FPGS	5	-0.76985	-9.3159	0.029932999999999998	0.60487	1.2091e-20	9.8876e-19	-0.6959	-8.5298	0.036454	0.61829	1.4656e-17	1.0253e-15	-0.31968	-4.178999999999999	0.2858	0.9170299999999999	2.9279000000000002e-05	0.00026985	-0.34426	-4.2068	0.23704	0.8810100000000001	2.5896e-05	0.00031721
SLC39A7	4	-0.87029	-9.2199	0.017647	0.5252600000000001	2.9735e-20	2.3543000000000003e-18	-0.71009	-7.7884	0.03363	0.61233	6.786499999999999e-15	3.3113e-13	-0.67167	-7.7665	0.031586	0.6725300000000001	8.0698e-15	5.2062e-13	-0.80642	-8.0392	0.01426	0.52651	9.0459e-16	1.0647e-13
CALCA	5	0.25568	3.1406	0.027601999999999998	0.5959300000000001	0.0016858	0.007599600000000001	0.17728	2.1642	0.059326	0.6829	0.030445	0.085289	0.26873	3.4246	0.032734	0.67479	0.00061582	0.0036823999999999997	0.081602	0.93324	0.23244	0.87936	0.3507	0.54945
ZNF2	4	0.28115999999999997	2.9345	0.019634	0.54896	0.0033408	0.013508000000000001	-0.07252	-0.73144	0.75977	0.9839700000000001	0.46451000000000003	0.63342	-0.10402	-1.0797	0.98016	0.99889	0.28028000000000003	0.4521	-0.01571	-0.15194000000000002	0.59131	0.9655299999999999	0.8792399999999999	0.93901
ARL2	5	-1.0942	-12.347999999999999	0.006292	0.41313999999999995	5.018899999999999e-35	1.3246e-32	-0.95152	-11.008	0.009552799999999998	0.43613	3.4926999999999997e-28	7.1577e-26	-0.6460100000000001	-8.0243	0.036994	0.69142	1.021e-15	7.2298e-14	-0.76552	-8.6113	0.018003	0.56679	7.2238e-18	1.1439e-15
FGFR3	6	0.20198	3.3264	0.052012	0.6845899999999999	0.00087986	0.0043603	0.1242	2.0401	0.11640999999999999	0.80325	0.041337	0.10832	0.19365	3.2337	0.074849	0.76525	0.0012218	0.0065286	0.21916	3.5405	0.044927999999999996	0.7078399999999999	0.00039938	0.0031929000000000003
KBTBD5	5	0.33074000000000003	4.8039	0.010965	0.46118000000000003	1.5563e-06	1.6351e-05	0.24864	3.5961	0.0241	0.57616	0.00032305	0.001987	0.32965	4.8934	0.017303	0.60525	9.9113e-07	1.3855999999999999e-05	0.38378	5.4344	0.0072794	0.49725	5.4973e-08	1.4061000000000002e-06
RAD17	7	-0.72258	-8.1135	0.038556	0.6390100000000001	4.9173e-16	2.2964e-14	-0.69375	-7.8488	0.03681	0.61829	4.200399999999999e-15	2.1025e-13	-0.51622	-6.1784	0.081715	0.78013	6.4763e-10	1.7627e-08	-0.45341000000000004	-5.0347	0.11748	0.80929	4.7848e-07	9.7824e-06
SMEK2	4	-0.65408	-6.9255	0.05561699999999999	0.69443	4.3455e-12	1.2268e-10	-0.60334	-6.4732	0.061886000000000004	0.6936899999999999	9.594099999999999e-11	2.6112e-09	-0.6229600000000001	-6.9719	0.042368	0.69408	3.1273e-12	1.2758000000000001e-10	-0.59919	-5.9989	0.047523	0.7088	1.9865e-09	7.1641e-08
TMEM87A	4	-0.65803	-6.9529	0.054194000000000006	0.6905600000000001	3.5791e-12	1.0219999999999999e-10	-0.69876	-7.3686	0.035869	0.61829	1.7249e-13	6.9549e-12	-0.53947	-6.0283	0.071474	0.75956	1.6566e-09	4.2497999999999994e-08	-0.31094	-3.2845	0.29436	0.9056200000000001	0.0010216000000000001	0.006868399999999999
SHARPIN	4	0.36765	4.4438	0.0073483	0.42483999999999994	8.8385e-06	7.8032e-05	0.30419	3.6639	0.012928	0.47856000000000004	0.00024838	0.001586	0.23961	2.9474	0.044858999999999996	0.69706	0.0032048000000000003	0.014488999999999998	0.33371	3.8666	0.011872	0.51782	0.00011038	0.0010947
UNC5A	4	0.30743000000000004	3.1805	0.014329	0.5002	0.0014704	0.006747199999999999	0.33393	3.4775	0.0091509	0.43188999999999994	0.00050618	0.0029023000000000005	0.16330999999999998	1.7263	0.106	0.80295	0.084302	0.18982000000000002	0.40676	4.0681	0.0058901000000000005	0.48318	4.7406999999999995e-05	0.00053588
RFC4	5	-0.6290899999999999	-6.6132	0.06350499999999999	0.71205	3.7600000000000005e-11	9.2638e-10	-0.5673600000000001	-6.0643	0.0754	0.7296699999999999	1.3251e-09	2.9707e-08	-0.55843	-6.282	0.06351699999999999	0.7390800000000001	3.3434e-10	9.563000000000001e-09	-0.5398	-5.3779	0.068603	0.74275	7.534699999999999e-08	1.8564e-06
BDKRB2	4	0.33541	3.5063	0.010391	0.45821000000000006	0.00045441	0.0024774000000000003	0.23069	2.3853	0.029829	0.60023	0.017063	0.053826	0.01372	0.14354	0.48704	0.9616899999999999	0.8858600000000001	0.9350299999999999	0.17826	1.72	0.074459	0.7469600000000001	0.08543300000000001	0.21323000000000003
RHBDD3	4	0.26631	2.6634	0.024008	0.57922	0.0077348	0.027044	0.50974	5.2701	0.0021011999999999997	0.34094	1.3635e-07	2.0317e-06	0.51966	5.5403	0.0035708	0.47407	3.0191e-08	5.8958e-07	0.40797	3.9595	0.0057983	0.48318	7.509300000000001e-05	0.00079461
CDC7	4	-0.6571	-5.2086	0.054527	0.6922699999999999	1.9024999999999997e-07	2.4494e-06	-0.51157	-4.2106	0.1057	0.7854899999999999	2.547e-05	0.0002177	-0.47558999999999996	-4.1713	0.10547999999999999	0.80295	3.0284e-05	0.00027808	-0.45628	-3.4922	0.11552	0.8072199999999999	0.00047912	0.0036968000000000005
TBP	5	-0.70818	-7.4796	0.04192	0.65637	7.454299999999999e-14	2.7279e-12	-0.6290100000000001	-6.746	0.052667	0.6673399999999999	1.5195e-11	4.7348e-10	-0.55245	-6.2077	0.065848	0.74854	5.375800000000001e-10	1.4724e-08	-0.67798	-6.797000000000001	0.030081999999999998	0.6467	1.0679999999999999e-11	5.8684e-10
LARS	4	-0.78458	-6.3413	0.027658999999999996	0.5959300000000001	2.279e-10	4.9193000000000006e-09	-0.76768	-6.2791	0.024651	0.58194	3.4063000000000004e-10	8.357e-09	-0.52188	-4.8473	0.078914	0.77225	1.2513e-06	1.7015e-05	-0.62968	-4.8156	0.039876	0.6844100000000001	1.4677000000000002e-06	2.6575e-05
SEMA6D	4	0.63702	9.3486	0.00097595	0.33176	8.882700000000001e-21	7.333e-19	0.61427	9.0155	0.00096446	0.25075	1.9600999999999999e-19	1.7157e-17	0.6602899999999999	9.7384	0.0014811	0.39437	2.0677e-22	3.566e-20	0.65007	9.4772	0.00097595	0.43333	2.6126e-21	6.1499e-19
PAPOLG	4	-0.6749	-6.2547	0.049544	0.6758	3.9831e-10	8.2794e-09	-0.77331	-7.1129999999999995	0.023974000000000002	0.5760000000000001	1.1358e-12	4.2822e-11	-0.60048	-5.782	0.048452999999999996	0.7136399999999999	7.3812e-09	1.6807000000000002e-07	-0.76717	-6.7607	0.017843	0.56545	1.3736e-11	7.2949e-10
PKMYT1	5	-1.1778	-15.455	0.0045008	0.38364000000000004	6.9972e-54	6.094199999999999e-51	-0.64479	-9.0317	0.047982	0.65205	1.6897e-19	1.5015999999999998e-17	-0.62167	-8.9489	0.042631999999999996	0.69408	3.5902e-19	4.2254999999999996e-17	-0.57857	-7.8409	0.05331	0.71091	4.4742e-15	4.810899999999999e-13
THAP1	7	-0.6453300000000001	-8.0875	0.058178	0.69739	6.0926e-16	2.7855000000000002e-14	-0.53873	-6.9206	0.089661	0.75963	4.4988e-12	1.5246e-10	-0.57972	-7.7726	0.055491	0.72712	7.691199999999998e-15	4.9804e-13	-0.44665	-5.432	0.12257	0.8136899999999999	5.5717e-08	1.421e-06
CHCHD1	4	-0.81324	-8.355	0.024077	0.58008	6.5415e-17	3.3711999999999996e-15	-0.9098	-9.2604	0.012033	0.46548999999999996	2.0374e-20	1.9608e-18	-0.29436	-3.2853	0.33457	0.9313600000000001	0.0010187000000000002	0.0056083999999999995	-0.35915	-3.7392	0.21539	0.87197	0.00018464	0.0016656
GTF2E1	5	-0.84454	-8.759	0.020368999999999998	0.55469	1.97e-18	1.2433000000000002e-16	-0.5525399999999999	-5.9882	0.08254199999999999	0.74575	2.1211999999999997e-09	4.5786e-08	-0.44142	-5.0168	0.13063	0.81797	5.2547e-07	7.85e-06	-0.83244	-8.1907	0.012492	0.51981	2.5976e-16	3.3767e-14
GSTM5	4	0.27742	2.4972	0.020621	0.5554899999999999	0.012518000000000001	0.040373	0.22041	1.9733	0.034204000000000005	0.61233	0.048457	0.12254000000000001	-0.063047	-0.56618	0.8316	0.9908799999999999	0.57127	0.71968	0.22646999999999998	1.8833	0.040817	0.68762	0.059657	0.16362000000000002
CENPI	4	-1.4976	-13.376	0.0014697	0.33176	8.3337e-41	3.2258999999999997e-38	-1.3877	-12.755	0.0016304000000000002	0.33023	2.9391999999999998e-37	1.3837e-34	-0.8923700000000001	-9.2898	0.009300200000000002	0.52308	1.5464e-20	2.2636e-18	-1.0731	-9.7393	0.0039496999999999996	0.47778000000000004	2.0506e-22	5.2528e-20
PSMB4	6	-1.0221	-11.338	0.008772	0.44513	8.459199999999999e-30	1.6744000000000002e-27	-0.7420899999999999	-8.8061	0.028716000000000002	0.59953	1.2959e-18	1.0261e-16	-0.5556	-7.1922	0.064596	0.7446699999999999	6.3771e-13	2.975e-11	-0.70915	-7.7994	0.025133000000000003	0.62365	6.2209e-15	6.488800000000001e-13
SCYL2	4	0.38975	3.5895	0.0057409	0.4	0.00033125	0.0018814	0.096653	0.8611700000000001	0.16097	0.8503799999999999	0.38914	0.5624	0.09153700000000001	0.8458200000000001	0.23546999999999998	0.88875	0.39765	0.57188	-0.12188	-0.98325	0.90399	0.99661	0.32548	0.52452
CCBL1	4	0.39044	5.2237	0.0057294	0.4	1.7535e-07	2.2743e-06	0.34106	4.5582	0.0084735	0.42158999999999996	5.1592e-06	5.2279e-05	0.25109000000000004	3.3873	0.039382	0.69408	0.00070583	0.0041216000000000004	0.21261999999999998	2.7555	0.048705	0.70926	0.0058598999999999995	0.027904
ELOF1	4	-0.66141	-6.5253	0.053229	0.6851	6.7869e-11	1.6063e-09	-0.58601	-5.8714	0.067731	0.70699	4.3206e-09	8.720800000000001e-08	-0.67493	-6.9601	0.030805000000000003	0.66866	3.4007e-12	1.3725e-10	-0.62359	-5.8352	0.041415	0.69077	5.373899999999999e-09	1.7530000000000001e-07
ZDHHC15	4	-0.70617	-9.7122	0.042345	0.6574	2.6763e-22	2.5899e-20	-0.6046	-8.379	0.061439	0.6925	5.3386999999999995e-17	3.4064e-15	-0.6296	-8.8481	0.040760000000000005	0.69408	8.9e-19	9.7503e-17	-0.73611	-9.8521	0.021333	0.59577	6.711399999999999e-23	1.7713e-20
NPAS4	4	0.33695	3.6006	0.010265	0.45821000000000006	0.00031743	0.0018141	-0.026682	-0.27315	0.55235	0.97196	0.78474	0.86946	0.060349	0.6486	0.32151	0.9278	0.5166	0.67669	0.086132	0.84709	0.22133000000000003	0.87464	0.39695	0.59482
RYR1	4	0.54164	6.2589	0.0016648	0.33721	3.8773e-10	8.0691e-09	0.48708999999999997	5.6197	0.0024801	0.34094	1.9128e-08	3.3656e-07	0.17263	1.99	0.095631	0.80285	0.046594	0.12108	0.13198	1.435	0.1302	0.8173600000000001	0.15128	0.31715
TAF8	4	-0.8105	-9.0197	0.024422	0.58281	1.8859999999999998e-19	1.3802999999999998e-17	-0.5839300000000001	-6.707000000000001	0.06858	0.7089	1.9865e-11	5.9971e-10	-0.27038	-3.2856	0.38850999999999997	0.9452200000000001	0.0010176999999999999	0.0056045	-0.50466	-5.5829	0.08552699999999999	0.76426	2.3658000000000002e-08	6.668300000000001e-07
SPATA17	4	0.30266	3.5007	0.015075	0.5021	0.00046404	0.002527	0.21231	2.4388	0.0382	0.6242	0.014738	0.047841	-0.012953000000000001	-0.15001	0.60049	0.9769	0.88076	0.93189	-0.055626999999999996	-0.58301	0.78094	0.98966	0.55988	0.73121
TXN	4	-0.8433200000000001	-7.1983	0.020506	0.5554899999999999	6.0982e-13	2.0031e-11	-0.70235	-6.1991	0.035157	0.61317	5.6794e-10	1.3423e-08	-0.53414	-5.1008	0.07354	0.76355	3.3813e-07	5.301599999999999e-06	-0.43608	-3.7667	0.13113	0.81842	0.00016541	0.0015219
EIF3D	4	-1.1376	-11.939	0.005155300000000001	0.38874000000000003	7.381499999999999e-33	1.6918e-30	-1.0519	-11.261	0.0058901000000000005	0.39778	2.039e-29	4.8655e-27	-0.6153	-7.2674	0.044388	0.69408	3.664e-13	1.7729e-11	-0.59526	-6.4574	0.048452999999999996	0.70926	1.0651e-10	4.8693e-09
PRPF6	4	-0.67375	-6.6409	0.049911000000000004	0.67869	3.1170999999999996e-11	7.7456e-10	-0.5899	-5.9461	0.06650199999999999	0.70419	2.7466999999999996e-09	5.7784e-08	-0.3933	-4.314	0.17786	0.8572799999999999	1.6032e-05	0.00015931	-0.30332	-3.0029	0.30912	0.91155	0.0026743	0.014793
SNAPC4	4	-0.61785	-5.7308	0.067432	0.7169	9.9966e-09	1.6711e-07	-0.81493	-7.3052	0.019530000000000002	0.55138	2.7686999999999996e-13	1.0985999999999999e-11	-0.39391	-3.9922	0.17722000000000002	0.8572799999999999	6.5464e-05	0.00053688	-0.30505	-2.8097	0.30583	0.91155	0.004959300000000001	0.024293000000000002
TCN2	4	0.38542	5.1786	0.006027899999999999	0.40541	2.2359e-07	2.8304e-06	0.40047	5.3932	0.0047305	0.37617	6.9232e-08	1.0796e-06	0.71885	9.9287	0.0011597	0.39437	3.1241e-23	6.1145e-21	0.15417	1.9867	0.099592	0.78172	0.046961	0.13746
TMEM40	4	0.36504000000000003	4.0182	0.007589399999999999	0.42838999999999994	5.8654e-05	0.00042184	-0.18407	-1.8882	0.74384	0.9829700000000001	0.059003999999999994	0.14253	0.040711000000000004	0.44828	0.3861	0.9452200000000001	0.65395	0.78142	0.17288	1.7679	0.079465	0.7561399999999999	0.07708	0.19798
PRPF19	4	-1.1405	-10.125	0.0050864	0.38777	4.2714e-24	4.8313e-22	-0.79376	-7.6767	0.021643	0.56172	1.6326e-14	7.5988e-13	-0.38915	-4.2395	0.18278	0.8572799999999999	2.2401999999999997e-05	0.000213	-0.62147	-5.7479	0.041736	0.69077	9.0355e-09	2.8307e-07
MSL1	4	-0.62646	-5.6777	0.06447	0.71205	1.3652e-08	2.2122e-07	-0.54698	-5.0563	0.085504	0.75354	4.2744e-07	5.7098e-06	-0.47376999999999997	-4.6482	0.10649000000000002	0.80295	3.3482999999999998e-06	4.07e-05	-0.69223	-5.7378	0.027636	0.63672	9.5901e-09	2.9777e-07
TCEB2	4	-0.75171	-9.3949	0.033194	0.62441	5.7298e-21	4.8925e-19	-0.72028	-9.0592	0.031885000000000004	0.61007	1.3144e-19	1.1925e-17	0.041437	0.5633100000000001	0.3837	0.94495	0.57323	0.7208899999999999	0.0083238	0.1082	0.48408	0.94704	0.91384	0.95594
PSMA5	5	-0.6602100000000001	-8.6095	0.053551	0.68689	7.3363e-18	4.3268000000000006e-16	-0.38094	-5.1722	0.23379	0.8857299999999999	2.3134e-07	3.2682e-06	-0.38024	-5.3297	0.1931	0.8662299999999999	9.836399999999999e-08	1.7447999999999998e-06	-0.47102	-5.9931	0.10549000000000001	0.7913899999999999	2.0588e-09	7.379299999999999e-08
SRBD1	5	-0.7470100000000001	-7.0486	0.03394	0.62961	1.8074e-12	5.437399999999999e-11	-0.45952	-4.6338	0.14384	0.8360299999999999	3.5894e-06	3.7688e-05	-0.21463000000000002	-2.3668	0.5431199999999999	0.97403	0.017942	0.057673	-0.29928	-2.8868	0.31711999999999996	0.9147200000000001	0.0038914	0.020018
MRPS14	4	-0.6804600000000001	-7.9429	0.047994	0.6714899999999999	1.9750999999999997e-15	8.515800000000001e-14	-0.53488	-6.3932	0.091647	0.76244	1.6248e-10	4.2053999999999996e-09	-0.18449000000000002	-2.3553	0.64579	0.9791	0.018507	0.059097000000000004	-0.022334	-0.27143	0.6214	0.9737	0.78606	0.88595
HSD17B10	4	-0.6995100000000001	-8.5612	0.043768	0.6602100000000001	1.1165e-17	6.335200000000001e-16	-0.67609	-8.3223	0.040048	0.63012	8.6277e-17	5.306100000000001e-15	-0.038682999999999995	-0.51408	0.7176600000000001	0.9852	0.6072	0.74679	0.014758000000000002	0.18749000000000002	0.4572	0.94406	0.8512799999999999	0.92311
COBRA1	4	-1.2368	-12.634	0.0036282	0.38364000000000004	1.3744e-36	4.2751e-34	-1.1283	-11.765	0.004236800000000001	0.36175999999999997	5.8876e-32	1.7381999999999998e-29	-0.89786	-9.988	0.0090591	0.52308	1.721e-23	3.5268000000000005e-21	-0.9832799999999999	-9.8888	0.005901600000000001	0.48318	4.6563e-23	1.2478000000000001e-20
MITD1	5	-0.71027	-4.9971	0.041564	0.6563399999999999	5.819100000000001e-07	6.695e-06	-0.68691	-4.8906	0.03789	0.6219899999999999	1.0054000000000001e-06	1.2213e-05	-0.80233	-5.9510000000000005	0.015075	0.57681	2.6655999999999996e-09	6.5212e-08	-0.6812600000000001	-4.4168	0.029439	0.64494	1.0017e-05	0.00014128
CETN3	4	-0.6421899999999999	-6.6318	0.059130999999999996	0.69973	3.3161e-11	8.193500000000001e-10	-0.61712	-6.4102	0.056433000000000004	0.67774	1.4531000000000001e-10	3.8063e-09	-0.65946	-7.0267	0.034135000000000006	0.68087	2.1142e-12	8.938700000000001e-11	-0.67181	-6.6016	0.031322	0.6467	4.0664999999999996e-11	1.9675999999999997e-09
WFDC12	4	0.24691	2.989	0.030472000000000003	0.60802	0.0027984999999999998	0.01162	0.11425	1.3709	0.13157	0.82399	0.17042000000000002	0.31661	-0.10545999999999998	-1.2741	0.9738600000000001	0.99885	0.20264000000000001	0.36046999999999996	0.071542	0.82252	0.2596	0.88789	0.41078000000000003	0.60758
TAMM41	5	-0.65667	-8.1129	0.054664	0.6927	4.943000000000001e-16	2.3022e-14	-0.48271000000000003	-6.1696	0.12538	0.81318	6.8452e-10	1.6005e-08	-0.24243	-3.3287	0.45998999999999995	0.95925	0.00087247	0.0049119	-0.2295	-2.8745	0.48996000000000006	0.94862	0.0040469	0.020613
SPATA5	5	-0.72543	-8.113999999999999	0.037936000000000004	0.6390100000000001	4.8988e-16	2.2964e-14	-0.37728	-4.5191	0.23924	0.8857299999999999	6.2104e-06	6.1605e-05	-0.5121600000000001	-6.2934	0.08392000000000001	0.78255	3.1055000000000003e-10	8.9413e-09	-0.50702	-5.5174	0.084161	0.7620600000000001	3.4398e-08	9.275299999999999e-07
LAMTOR3	5	-0.72426	-9.8609	0.03828	0.6390100000000001	6.1496e-23	6.1563e-21	-0.63141	-8.7267	0.051966	0.6641199999999999	2.6224e-18	1.986e-16	-0.17214000000000002	-2.5536	0.69203	0.9844200000000001	0.010662999999999999	0.038446	-0.26143	-3.6105	0.40238	0.9312	0.00030557	0.0025455
PPP2R1A	4	-0.7237	-7.415	0.038383	0.6390100000000001	1.2158e-13	4.3487e-12	-0.46907	-5.0783	0.1363	0.82865	3.8079999999999997e-07	5.154e-06	-0.43253	-4.9425	0.13831	0.8261700000000001	7.714499999999999e-07	1.1033e-05	-0.50435	-5.0221	0.085688	0.76426	5.1104e-07	1.0412000000000001e-05
GFI1	6	0.5886600000000001	8.1745	0.001263	0.33176	2.972e-16	1.4341e-14	0.4026	5.5131	0.0046731	0.37617	3.5266e-08	5.8172e-07	0.38871999999999995	5.4522	0.009851299999999999	0.53189	4.9745999999999994e-08	9.2976e-07	0.47972	6.3656	0.0032953	0.47778000000000004	1.9449999999999997e-10	8.5127e-09
DPYSL2	4	0.24529	3.1293	0.031058	0.6123	0.0017521000000000001	0.0078599	0.15929000000000001	2.0246	0.074723	0.7286	0.042908	0.11157	0.17340999999999998	2.2437	0.09475900000000001	0.80285	0.024853999999999998	0.074503	0.2079	2.5787	0.051702	0.7096899999999999	0.0099187	0.042544
INTS12	6	-0.65304	-8.4119	0.055915999999999993	0.69522	4.0346e-17	2.1232e-15	-0.69317	-8.9138	0.036844999999999996	0.61829	4.9307e-19	4.1292e-17	-0.70594	-9.3963	0.025845	0.65159	5.6532e-21	8.638e-19	-0.55604	-6.9131	0.061725999999999996	0.73172	4.7428e-12	2.7447000000000004e-10
UQCRFS1	4	-1.0596	-11.147	0.007394199999999999	0.42483999999999994	7.394499999999999e-29	1.3011000000000002e-26	-1.0452	-11.059000000000001	0.0061312	0.39778	1.9882e-28	4.2756000000000005e-26	-0.72575	-8.2239	0.023354	0.64259	1.97e-16	1.5527000000000002e-14	-0.48658	-5.2694	0.09605599999999999	0.77715	1.369e-07	3.1965e-06
KCTD15	4	-0.8166	-9.3837	0.023698	0.57667	6.3708999999999996e-21	5.387100000000001e-19	-0.70518	-8.2315	0.034617	0.61317	1.8494e-16	1.0958e-14	-0.32049	-3.965	0.28421	0.91596	7.3382e-05	0.00059096	-0.34815	-4.0554	0.23105	0.87889	5.0041000000000004e-05	0.00055983
SEMA3G	4	0.22178	2.7569999999999997	0.040576	0.65323	0.0058335	0.021406	0.43738999999999995	5.5597	0.0036397	0.35545	2.7031e-08	4.5803999999999994e-07	-0.14951	-1.8503	0.78173	0.9878100000000001	0.064266	0.15466	-0.028967000000000003	-0.33431	0.65189	0.97639	0.73814	0.8579700000000001
GNL2	5	-0.86344	-8.4617	0.018359	0.53568	2.6343e-17	1.4206e-15	-0.5623199999999999	-5.8844	0.07801799999999999	0.73632	3.9952e-09	8.1204e-08	-0.41081999999999996	-4.6235	0.15897999999999998	0.8406799999999999	3.7733e-06	4.5271999999999996e-05	-0.5594899999999999	-5.428999999999999	0.060267999999999995	0.72944	5.6673e-08	1.4432e-06
POP5	4	-1.1953	-12.224	0.0042482	0.38364000000000004	2.3193e-34	5.855e-32	-1.1562	-11.929	0.0038234000000000002	0.35545	8.405799999999999e-33	2.8157999999999998e-30	-0.9517399999999999	-10.387	0.0069578999999999995	0.5	2.8410999999999996e-25	7.0698e-23	-1.1382	-11.149000000000001	0.0030771	0.47368000000000005	7.2675e-29	3.617e-26
